Temp Delta,Weekday,Avg Date,Date,Name,Number of Records,Prcp,Trails,Traffic,Station,Tmax,Tmin,Time
28,6,131.5714286,2/9/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,144,USC00410433,59,31,2/9/18 0:00
15,5,131.5714286,2/8/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,111,USC00410433,46,31,2/8/18 0:00
13,4,131.5714286,2/7/18,"AUSTIN GREAT HILLS, TX US",1,0.1,Shoal Creek Trail & 24th St- Urban Trail,82,USC00410433,47,34,2/7/18 0:00
17,3,131.5714286,2/6/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,57,USC00410433,54,37,2/6/18 0:00
36,2,131.5714286,2/5/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,93,USC00410433,73,37,2/5/18 0:00
13,1,131.5714286,2/4/18,"AUSTIN GREAT HILLS, TX US",1,0.02,Shoal Creek Trail & 24th St- Urban Trail,231,USC00410433,54,41,2/4/18 0:00
24,7,131.5714286,2/11/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,685,USC00410433,76,52,2/11/17 0:00
25,6,131.5714286,2/10/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,194,USC00410433,66,41,2/10/17 0:00
43,5,131.5714286,2/9/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,27,USC00410433,83,40,2/9/17 0:00
32,4,131.5714286,2/8/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,37,USC00410433,82,50,2/8/17 0:00
15,3,131.5714286,2/7/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,41,USC00410433,76,61,2/7/17 0:00
14,2,131.5714286,2/6/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,25,USC00410433,68,54,2/6/17 0:00
7,1,131.5714286,2/5/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Shoal Creek Trail & 24th St- Urban Trail,19,USC00410433,54,47,2/5/17 0:00
11,7,2846.214286,10/12/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,3694,USC00410433,56,45,10/12/19 0:00
45,6,2846.214286,10/11/19,"AUSTIN GREAT HILLS, TX US",1,0.37,Butler Trail: North Congress - Urban Trail,1512,USC00410433,95,50,10/11/19 0:00
21,5,2846.214286,10/10/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2144,USC00410433,91,70,10/10/19 0:00
25,4,2846.214286,10/9/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2088,USC00410433,84,59,10/9/19 0:00
22,3,2846.214286,10/8/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2822,USC00410433,81,59,10/8/19 0:00
29,2,2846.214286,10/7/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2747,USC00410433,95,66,10/7/19 0:00
27,1,2846.214286,10/6/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,3151,USC00410433,94,67,10/6/19 0:00
16,7,2846.214286,10/13/18,"AUSTIN GREAT HILLS, TX US",1,0.02,Butler Trail: North Congress - Urban Trail,4039,USC00410433,84,68,10/13/18 0:00
14,6,2846.214286,10/12/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2581,USC00410433,72,58,10/12/18 0:00
17,5,2846.214286,10/11/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,3814,USC00410433,76,59,10/11/18 0:00
13,4,2846.214286,10/10/18,"AUSTIN GREAT HILLS, TX US",1,0.59,Butler Trail: North Congress - Urban Trail,3289,USC00410433,77,64,10/10/18 0:00
12,3,2846.214286,10/9/18,"AUSTIN GREAT HILLS, TX US",1,1.77,Butler Trail: North Congress - Urban Trail,2057,USC00410433,81,69,10/9/18 0:00
13,2,2846.214286,10/8/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1847,USC00410433,86,73,10/8/18 0:00
16,1,2846.214286,10/7/18,"AUSTIN GREAT HILLS, TX US",1,0.36,Butler Trail: North Congress - Urban Trail,4062,USC00410433,87,71,10/7/18 0:00
21,7,2846.214286,10/14/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,88,67,10/14/17 0:00
30,6,2846.214286,10/13/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,86,56,10/13/17 0:00
22,5,2846.214286,10/12/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,76,54,10/12/17 0:00
18,4,2846.214286,10/11/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,72,54,10/11/17 0:00
33,3,2846.214286,10/10/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,90,57,10/10/17 0:00
26,2,2846.214286,10/9/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,88,62,10/9/17 0:00
24,1,2846.214286,10/8/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,86,62,10/8/17 0:00
26,7,2846.214286,10/8/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,84,58,10/8/16 0:00
19,6,2846.214286,10/7/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,91,72,10/7/16 0:00
19,5,2846.214286,10/6/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,91,72,10/6/16 0:00
21,4,2846.214286,10/5/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,89,68,10/5/16 0:00
26,3,2846.214286,10/4/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,85,59,10/4/16 0:00
28,2,2846.214286,10/3/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,83,55,10/3/16 0:00
21,1,2846.214286,10/2/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,76,55,10/2/16 0:00
12,7,2655.142857,12/15/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,4004,USC00410433,51,39,12/15/18 0:00
26,6,2655.142857,12/14/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,921,USC00410433,67,41,12/14/18 0:00
12,5,2655.142857,12/13/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2190,USC00410433,64,52,12/13/18 0:00
26,4,2655.142857,12/12/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1866,USC00410433,60,34,12/12/18 0:00
23,3,2655.142857,12/11/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1831,USC00410433,57,34,12/11/18 0:00
19,2,2655.142857,12/10/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2378,USC00410433,53,34,12/10/18 0:00
8,1,2655.142857,12/9/18,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail: North Congress - Urban Trail,5396,USC00410433,43,35,12/9/18 0:00
20,7,2655.142857,12/16/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,57,37,12/16/17 0:00
18,6,2655.142857,12/15/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,61,43,12/15/17 0:00
25,5,2655.142857,12/14/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,60,35,12/14/17 0:00
26,4,2655.142857,12/13/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,61,35,12/13/17 0:00
28,3,2655.142857,12/12/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,71,43,12/12/17 0:00
30,2,2655.142857,12/11/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,66,36,12/11/17 0:00
31,1,2655.142857,12/10/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,63,32,12/10/17 0:00
14,7,2655.142857,12/10/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,44,30,12/10/16 0:00
10,6,2655.142857,12/9/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,40,30,12/9/16 0:00
15,5,2655.142857,12/8/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,54,39,12/8/16 0:00
16,4,2655.142857,12/7/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,54,38,12/7/16 0:00
4,3,2655.142857,12/6/16,"AUSTIN GREAT HILLS, TX US",1,0.46,Butler Trail: North Congress - Urban Trail,,USC00410433,50,46,12/6/16 0:00
3,2,2655.142857,12/5/16,"AUSTIN GREAT HILLS, TX US",1,0.44,Butler Trail: North Congress - Urban Trail,,USC00410433,49,46,12/5/16 0:00
2,1,2655.142857,12/4/16,"AUSTIN GREAT HILLS, TX US",1,0.88,Butler Trail: North Congress - Urban Trail,,USC00410433,49,47,12/4/16 0:00
17,7,3659.538462,3/30/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,4237,USC00410433,78,61,3/30/19 0:00
21,6,3659.538462,3/29/19,"AUSTIN GREAT HILLS, TX US",1,0.07,Butler Trail: South Lamar - Urban Trail,2949,USC00410433,78,57,3/29/19 0:00
30,5,3659.538462,3/28/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3033,USC00410433,78,48,3/28/19 0:00
30,4,3659.538462,3/27/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3559,USC00410433,78,48,3/27/19 0:00
27,3,3659.538462,3/26/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,4042,USC00410433,80,53,3/26/19 0:00
17,2,3659.538462,3/25/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3544,USC00410433,81,64,3/25/19 0:00
11,1,3659.538462,3/24/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,5657,USC00410433,72,61,3/24/19 0:00
20,7,3659.538462,3/31/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,6460,USC00410433,72,52,3/31/18 0:00
31,6,3659.538462,3/30/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,5057,USC00410433,83,52,3/30/18 0:00
15,5,3659.538462,3/29/18,"AUSTIN GREAT HILLS, TX US",1,0.32,Butler Trail: South Lamar - Urban Trail,3755,USC00410433,66,51,3/29/18 0:00
21,4,3659.538462,3/28/18,"AUSTIN GREAT HILLS, TX US",1,2.36,Butler Trail: South Lamar - Urban Trail,1098,USC00410433,78,57,3/28/18 0:00
18,3,3659.538462,3/27/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2579,USC00410433,85,67,3/27/18 0:00
7,2,3659.538462,3/26/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,1604,USC00410433,74,67,3/26/18 0:00
18,1,3659.538462,3/25/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,83,65,3/25/18 0:00
28,7,3659.538462,4/1/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,84,56,4/1/17 0:00
30,6,3659.538462,3/31/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,80,50,3/31/17 0:00
31,5,3659.538462,3/30/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,81,50,3/30/17 0:00
26,4,3659.538462,3/29/17,"AUSTIN GREAT HILLS, TX US",1,0.73,Butler Trail: South Lamar - Urban Trail,,USC00410433,84,58,3/29/17 0:00
19,3,3659.538462,3/28/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,85,66,3/28/17 0:00
20,2,3659.538462,3/27/17,"AUSTIN GREAT HILLS, TX US",1,0.05,Butler Trail: South Lamar - Urban Trail,,USC00410433,84,64,3/27/17 0:00
33,1,3659.538462,3/26/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,81,48,3/26/17 0:00
37,7,3659.538462,3/26/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,74,37,3/26/16 0:00
31,6,3659.538462,3/25/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,68,37,3/25/16 0:00
31,5,3659.538462,3/24/16,"AUSTIN GREAT HILLS, TX US",1,0.17,Butler Trail: South Lamar - Urban Trail,,USC00410433,80,49,3/24/16 0:00
29,4,3659.538462,3/23/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,76,47,3/23/16 0:00
36,3,3659.538462,3/22/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,68,32,3/22/16 0:00
31,2,3659.538462,3/21/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,63,32,3/21/16 0:00
25,1,3659.538462,3/20/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,62,37,3/20/16 0:00
9,7,122.6428571,2/2/19,"AUSTIN GREAT HILLS, TX US",1,0.01,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,64,55,2/2/19 0:00
11,6,122.6428571,2/1/19,"AUSTIN GREAT HILLS, TX US",1,0.05,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,56,45,2/1/19 0:00
19,5,122.6428571,1/31/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,55,36,1/31/19 0:00
15,4,122.6428571,1/30/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,49,34,1/30/19 0:00
37,3,122.6428571,1/29/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,71,34,1/29/19 0:00
23,2,122.6428571,1/28/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,64,41,1/28/19 0:00
19,1,122.6428571,1/27/19,"AUSTIN GREAT HILLS, TX US",1,0.29,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,60,41,1/27/19 0:00
16,7,122.6428571,2/3/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,107,USC00410433,57,41,2/3/18 0:00
29,6,122.6428571,2/2/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,106,USC00410433,70,41,2/2/18 0:00
22,5,122.6428571,2/1/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,177,USC00410433,70,48,2/1/18 0:00
34,4,122.6428571,1/31/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,186,USC00410433,65,31,1/31/18 0:00
34,3,122.6428571,1/30/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,121,USC00410433,65,31,1/30/18 0:00
27,2,122.6428571,1/29/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,149,USC00410433,68,41,1/29/18 0:00
19,1,122.6428571,1/28/18,"AUSTIN GREAT HILLS, TX US",1,0.07,Shoal Creek Trail & 24th St- Urban Trail,210,USC00410433,66,47,1/28/18 0:00
7,7,122.6428571,2/4/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,17,USC00410433,50,43,2/4/17 0:00
18,6,122.6428571,2/3/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,43,USC00410433,60,42,2/3/17 0:00
32,5,122.6428571,2/2/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,17,USC00410433,79,47,2/2/17 0:00
36,4,122.6428571,2/1/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,26,USC00410433,76,40,2/1/17 0:00
36,3,122.6428571,1/31/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,19,USC00410433,76,40,1/31/17 0:00
29,2,122.6428571,1/30/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,26,USC00410433,67,38,1/30/17 0:00
22,1,122.6428571,1/29/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,513,USC00410433,59,37,1/29/17 0:00
11,7,277.9333333,10/12/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,397,USC00410433,56,45,10/12/19 0:00
45,6,277.9333333,10/11/19,"AUSTIN GREAT HILLS, TX US",1,0.37,Shoal Creek Trail & 24th St- Urban Trail,196,USC00410433,95,50,10/11/19 0:00
21,5,277.9333333,10/10/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,270,USC00410433,91,70,10/10/19 0:00
25,4,277.9333333,10/9/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,340,USC00410433,84,59,10/9/19 0:00
22,3,277.9333333,10/8/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,573,USC00410433,81,59,10/8/19 0:00
29,2,277.9333333,10/7/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,632,USC00410433,95,66,10/7/19 0:00
27,1,277.9333333,10/6/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,464,USC00410433,94,67,10/6/19 0:00
16,7,277.9333333,10/13/18,"AUSTIN GREAT HILLS, TX US",1,0.02,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,84,68,10/13/18 0:00
14,6,277.9333333,10/12/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,76,USC00410433,72,58,10/12/18 0:00
17,5,277.9333333,10/11/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,76,59,10/11/18 0:00
13,4,277.9333333,10/10/18,"AUSTIN GREAT HILLS, TX US",1,0.59,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,77,64,10/10/18 0:00
12,3,277.9333333,10/9/18,"AUSTIN GREAT HILLS, TX US",1,1.77,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,81,69,10/9/18 0:00
13,2,277.9333333,10/8/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,86,73,10/8/18 0:00
16,1,277.9333333,10/7/18,"AUSTIN GREAT HILLS, TX US",1,0.36,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,87,71,10/7/18 0:00
21,7,277.9333333,10/14/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,159,USC00410433,88,67,10/14/17 0:00
30,6,277.9333333,10/13/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,185,USC00410433,86,56,10/13/17 0:00
22,5,277.9333333,10/12/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,164,USC00410433,76,54,10/12/17 0:00
18,4,277.9333333,10/11/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,189,USC00410433,72,54,10/11/17 0:00
33,3,277.9333333,10/10/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,211,USC00410433,90,57,10/10/17 0:00
26,2,277.9333333,10/9/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,121,USC00410433,88,62,10/9/17 0:00
24,1,277.9333333,10/8/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,192,USC00410433,86,62,10/8/17 0:00
26,7,277.9333333,10/8/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,84,58,10/8/16 0:00
19,6,277.9333333,10/7/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,91,72,10/7/16 0:00
19,5,277.9333333,10/6/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,91,72,10/6/16 0:00
21,4,277.9333333,10/5/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,89,68,10/5/16 0:00
26,3,277.9333333,10/4/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,85,59,10/4/16 0:00
28,2,277.9333333,10/3/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,83,55,10/3/16 0:00
21,1,277.9333333,10/2/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,76,55,10/2/16 0:00
25,7,2762.785714,10/5/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2916,USC00410433,93,68,10/5/19 0:00
23,6,2762.785714,10/4/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2289,USC00410433,94,71,10/4/19 0:00
23,5,2762.785714,10/3/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2155,USC00410433,95,72,10/3/19 0:00
20,4,2762.785714,10/2/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1916,USC00410433,95,75,10/2/19 0:00
20,3,2762.785714,10/1/19,"AUSTIN GREAT HILLS, TX US",1,0.09,Butler Trail: North Congress - Urban Trail,1979,USC00410433,95,75,10/1/19 0:00
19,2,2762.785714,9/30/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1649,USC00410433,95,76,9/30/19 0:00
17,1,2762.785714,9/29/19,"AUSTIN GREAT HILLS, TX US",1,0.09,Butler Trail: North Congress - Urban Trail,3391,USC00410433,93,76,9/29/19 0:00
16,7,2762.785714,10/6/18,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail: North Congress - Urban Trail,4556,USC00410433,89,73,10/6/18 0:00
17,6,2762.785714,10/5/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,3118,USC00410433,89,72,10/5/18 0:00
17,5,2762.785714,10/4/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2820,USC00410433,89,72,10/4/18 0:00
15,4,2762.785714,10/3/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2727,USC00410433,87,72,10/3/18 0:00
17,3,2762.785714,10/2/18,"AUSTIN GREAT HILLS, TX US",1,0.04,Butler Trail: North Congress - Urban Trail,2485,USC00410433,86,69,10/2/18 0:00
16,2,2762.785714,10/1/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2445,USC00410433,84,68,10/1/18 0:00
8,1,2762.785714,9/30/18,"AUSTIN GREAT HILLS, TX US",1,0.63,Butler Trail: North Congress - Urban Trail,4233,USC00410433,76,68,9/30/18 0:00
22,7,2762.785714,10/7/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,85,63,10/7/17 0:00
22,6,2762.785714,10/6/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,86,64,10/6/17 0:00
19,5,2762.785714,10/5/17,"AUSTIN GREAT HILLS, TX US",1,0.06,Butler Trail: North Congress - Urban Trail,,USC00410433,85,66,10/5/17 0:00
10,4,2762.785714,10/4/17,"AUSTIN GREAT HILLS, TX US",1,0.8,Butler Trail: North Congress - Urban Trail,,USC00410433,82,72,10/4/17 0:00
21,3,2762.785714,10/3/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,87,66,10/3/17 0:00
28,2,2762.785714,10/2/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,86,58,10/2/17 0:00
25,1,2762.785714,10/1/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,83,58,10/1/17 0:00
25,7,2762.785714,10/1/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,80,55,10/1/16 0:00
25,6,2762.785714,9/30/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,81,56,9/30/16 0:00
28,5,2762.785714,9/29/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,86,58,9/29/16 0:00
16,4,2762.785714,9/28/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,76,60,9/28/16 0:00
6,3,2762.785714,9/27/16,"AUSTIN GREAT HILLS, TX US",1,0.05,Butler Trail: North Congress - Urban Trail,,USC00410433,70,64,9/27/16 0:00
14,2,2762.785714,9/26/16,"AUSTIN GREAT HILLS, TX US",1,0.9,Butler Trail: North Congress - Urban Trail,,USC00410433,83,69,9/26/16 0:00
17,1,2762.785714,9/25/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,92,75,9/25/16 0:00
26,7,945.5714286,8/17/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,1437,USC00410433,102,76,8/17/19 0:00
